station,Date,skyc1,skyc2,skyc3,skyl1,skyl2,skyl3,wxcodes
HUA,2/12/20 13:58,FEW,OVC,M,4600,6000,M,M
HUA,2/12/20 14:48,FEW,SCT,SCT,300,700,2400,#NAME?
HUA,2/12/20 14:58,SCT,BKN,OVC,300,700,3700,#NAME?
HUA,2/12/20 15:18,BKN,OVC,M,300,3300,M,#NAME?
HUA,2/12/20 15:28,FEW,SCT,BKN,300,700,1400,#NAME?
HUA,2/12/20 15:38,SCT,SCT,BKN,300,700,2100,BR
HUA,2/12/20 15:48,BKN,BKN,OVC,500,1100,2000,#NAME?
HUA,2/12/20 15:58,SCT,SCT,OVC,300,900,1900,#NAME?
HUA,2/12/20 16:08,SCT,BKN,OVC,500,1100,1700,#NAME?
HUA,2/12/20 16:38,BKN,OVC,M,900,1300,M,#NAME?
HUA,2/12/20 16:48,OVC,M,M,800,M,M,M
HUA,2/12/20 16:58,OVC,M,M,800,M,M,M
HUA,2/12/20 17:08,OVC,M,M,800,M,M,M
HUA,2/12/20 17:28,OVC,M,M,600,M,M,M
HUA,2/12/20 17:58,OVC,M,M,600,M,M,M
HUA,2/12/20 18:58,OVC,M,M,600,M,M,M
HUA,2/12/20 19:08,OVC,M,M,700,M,M,M
HUA,2/12/20 19:58,OVC,M,M,600,M,M,M
HUA,2/12/20 20:18,OVC,M,M,700,M,M,M
HUA,2/12/20 20:58,OVC,M,M,1100,M,M,M
HUA,2/12/20 21:38,BKN,M,M,1600,M,M,M
HUA,2/12/20 21:58,BKN,M,M,1700,M,M,M
HUA,2/12/20 22:18,SCT,M,M,2000,M,M,M
HUA,2/12/20 22:58,FEW,SCT,M,9500,12000,M,M
HUA,2/12/20 23:58,OVC,M,M,3600,M,M,M
HUA,2/13/20 0:38,FEW,SCT,BKN,200,2200,3000,#NAME?
HUA,2/13/20 0:43,FEW,BKN,BKN,200,1900,2900,#NAME?
HUA,2/13/20 0:53,FEW,OVC,M,200,2600,M,#NAME?
HUA,2/13/20 0:58,FEW,SCT,OVC,200,600,2800,#NAME?
HUA,2/13/20 1:08,FEW,BKN,OVC,200,600,3000,#NAME?
HUA,2/13/20 1:38,BKN,OVC,M,400,5000,M,RA BR
HUA,2/13/20 1:58,BKN,BKN,OVC,200,700,3900,RA BR
HUA,2/13/20 2:28,SCT,BKN,BKN,400,1000,1400,#NAME?
HUA,2/13/20 2:58,BKN,OVC,M,900,1600,M,M
HUA,2/13/20 3:28,SCT,SCT,OVC,200,800,2200,#NAME?
HUA,2/13/20 3:58,SCT,OVC,M,400,5500,M,#NAME?
HUA,2/13/20 4:08,BKN,OVC,M,400,5500,M,#NAME?
HUA,2/13/20 4:58,OVC,M,M,300,M,M,#NAME?
HUA,2/13/20 5:28,BKN,BKN,OVC,600,1400,4200,#NAME?
HUA,2/13/20 5:38,FEW,BKN,BKN,300,800,1200,M
HUA,2/13/20 5:58,BKN,BKN,OVC,900,1300,4400,#NAME?
HUA,2/13/20 6:28,BKN,OVC,M,600,1100,M,#NAME?
HUA,2/13/20 6:58,OVC,M,M,600,M,M,#NAME?
HUA,2/13/20 7:48,BKN,OVC,M,400,1100,M,#NAME?
HUA,2/13/20 7:58,OVC,M,M,400,M,M,#NAME?
HUA,2/13/20 8:08,OVC,M,M,500,M,M,#NAME?
HUA,2/13/20 8:18,BKN,OVC,M,400,8000,M,#NAME?
HUA,2/13/20 8:28,BKN,OVC,M,500,6500,M,#NAME?
HUA,2/13/20 8:38,BKN,BKN,OVC,200,600,6500,RA BR
HUA,2/13/20 8:48,SCT,BKN,OVC,200,600,6000,#NAME?
HUA,2/13/20 8:58,SCT,BKN,OVC,200,600,1300,#NAME?
HUA,2/13/20 9:08,FEW,BKN,OVC,200,600,1200,#NAME?
HUA,2/13/20 10:58,BKN,BKN,OVC,500,1400,9500,M
HUA,2/13/20 11:08,BKN,BKN,OVC,700,1400,9500,M
HUA,2/13/20 11:18,BKN,OVC,M,600,9500,M,M
HUA,2/13/20 11:38,BKN,OVC,M,800,1200,M,M
HUA,2/13/20 11:48,BKN,OVC,M,1000,2100,M,M
HUA,2/13/20 11:58,SCT,OVC,M,1000,1700,M,M
HUA,2/13/20 12:18,BKN,OVC,M,1300,2000,M,M
HUA,2/13/20 12:28,BKN,OVC,M,900,1700,M,M
HUA,2/13/20 12:58,BKN,OVC,M,400,800,M,BR
HUA,2/13/20 13:08,OVC,M,M,600,M,M,BR
HUA,2/13/20 13:28,SCT,OVC,M,700,1200,M,M
HUA,2/13/20 13:38,BKN,OVC,M,900,1400,M,M
HUA,2/13/20 13:58,OVC,M,M,1000,M,M,M
HUA,2/13/20 15:58,OVC,M,M,1400,M,M,M
HUA,2/13/20 16:38,OVC,M,M,1800,M,M,M
HUA,2/13/20 16:58,OVC,M,M,1900,M,M,M
HUA,2/13/20 17:58,OVC,M,M,1600,M,M,M
HUA,2/13/20 18:58,OVC,M,M,1700,M,M,M
HUA,2/13/20 19:58,OVC,M,M,1900,M,M,M
HUA,2/13/20 20:58,BKN,OVC,M,2100,2800,M,M
HUA,2/13/20 21:18,SCT,OVC,M,2300,2900,M,M
HUA,2/13/20 21:58,OVC,M,M,2300,M,M,M
HUA,2/13/20 22:58,OVC,M,M,2800,M,M,M
HUA,2/13/20 23:58,OVC,M,M,2700,M,M,M
HUA,2/14/20 0:58,BKN,OVC,M,2700,3400,M,M
HUA,2/14/20 1:28,SCT,OVC,M,2800,3500,M,M
HUA,2/14/20 1:58,OVC,M,M,3500,M,M,M
HUA,2/14/20 2:58,OVC,M,M,3400,M,M,M
HUA,2/14/20 3:58,BKN,M,M,3300,M,M,M
HUA,2/14/20 4:58,FEW,M,M,2800,M,M,M
HUA,2/14/20 5:58,BKN,M,M,1700,M,M,M
HUA,2/14/20 6:38,SCT,M,M,1700,M,M,M
HUA,2/14/20 6:58,FEW,M,M,1600,M,M,M
HUA,2/14/20 7:48,BKN,M,M,1500,M,M,M
HUA,2/14/20 7:58,OVC,M,M,1500,M,M,M
HUA,2/14/20 8:18,SCT,M,M,1600,M,M,M
HUA,2/14/20 8:58,CLR,M,M,M,M,M,M
HUA,2/14/20 11:58,M,M,M,M,M,M,M
HUA,2/14/20 12:18,OVC,M,M,1600,M,M,M
HUA,2/14/20 12:48,SCT,M,M,1600,M,M,M
HUA,2/14/20 12:58,FEW,M,M,1600,M,M,M
HUA,2/14/20 13:58,CLR,M,M,M,M,M,M
HUA,2/14/20 14:58,CLR,M,M,M,M,M,M
HUA,2/14/20 15:58,CLR,M,M,M,M,M,M
HUA,2/14/20 16:58,CLR,M,M,M,M,M,M
HUA,2/14/20 17:58,CLR,M,M,M,M,M,M
HUA,2/14/20 18:58,CLR,M,M,M,M,M,M
HUA,2/14/20 19:58,CLR,M,M,M,M,M,M
HUA,2/14/20 20:58,CLR,M,M,M,M,M,M
HUA,2/14/20 21:58,CLR,M,M,M,M,M,M
HUA,2/14/20 22:58,CLR,M,M,M,M,M,M
HUA,2/14/20 23:58,CLR,M,M,M,M,M,M
HUA,2/15/20 0:58,CLR,M,M,M,M,M,M
HUA,2/15/20 1:58,CLR,M,M,M,M,M,M
HUA,2/15/20 2:58,CLR,M,M,M,M,M,M
HUA,2/15/20 3:58,CLR,M,M,M,M,M,M
HUA,2/15/20 4:58,CLR,M,M,M,M,M,M
HUA,2/15/20 5:58,CLR,M,M,M,M,M,M
HUA,2/15/20 6:58,CLR,M,M,M,M,M,M
HUA,2/15/20 7:58,CLR,M,M,M,M,M,M
HUA,2/15/20 8:58,CLR,M,M,M,M,M,M
HUA,2/15/20 9:58,CLR,M,M,M,M,M,M
HUA,2/15/20 10:58,CLR,M,M,M,M,M,M
HUA,2/15/20 11:58,CLR,M,M,M,M,M,M
HUA,2/15/20 12:58,CLR,M,M,M,M,M,M
HUA,2/15/20 13:58,CLR,M,M,M,M,M,M
HUA,2/15/20 14:58,CLR,M,M,M,M,M,M
HUA,2/15/20 15:58,CLR,M,M,M,M,M,M
HUA,2/15/20 16:58,CLR,M,M,M,M,M,M
HUA,2/15/20 17:58,CLR,M,M,M,M,M,M
HUA,2/15/20 18:58,CLR,M,M,M,M,M,M
HUA,2/15/20 19:58,CLR,M,M,M,M,M,M
HUA,2/15/20 20:58,CLR,M,M,M,M,M,M
HUA,2/15/20 21:58,CLR,M,M,M,M,M,M
HUA,2/15/20 22:58,CLR,M,M,M,M,M,M
HUA,2/15/20 23:58,FEW,M,M,25000,M,M,M
HUA,2/16/20 0:58,FEW,M,M,9500,M,M,M
HUA,2/16/20 1:58,BKN,M,M,9000,M,M,M
HUA,2/16/20 2:58,SCT,M,M,11000,M,M,M
HUA,2/16/20 3:58,FEW,OVC,M,8500,11000,M,M
HUA,2/16/20 4:58,OVC,M,M,11000,M,M,M
HUA,2/16/20 5:58,BKN,OVC,M,9500,11000,M,M
HUA,2/16/20 6:58,BKN,BKN,M,9000,11000,M,M
HUA,2/16/20 7:58,OVC,M,M,10000,M,M,M
HUA,2/16/20 8:58,OVC,M,M,10000,M,M,M
HUA,2/16/20 9:58,OVC,M,M,9000,M,M,M
HUA,2/16/20 10:58,SCT,BKN,M,9000,11000,M,M
HUA,2/16/20 11:58,FEW,OVC,M,7000,10000,M,M
HUA,2/16/20 12:58,FEW,OVC,M,6000,10000,M,M
HUA,2/16/20 13:58,OVC,M,M,6000,M,M,M
HUA,2/16/20 14:58,OVC,M,M,7000,M,M,M
HUA,2/16/20 15:58,BKN,OVC,M,6500,8000,M,M
HUA,2/16/20 16:58,OVC,M,M,6000,M,M,M
HUA,2/16/20 17:58,OVC,M,M,7500,M,M,M
HUA,2/16/20 18:58,OVC,M,M,8500,M,M,M
HUA,2/16/20 19:58,OVC,M,M,8500,M,M,M
HUA,2/16/20 20:58,OVC,M,M,8500,M,M,M
HUA,2/16/20 21:58,OVC,M,M,9000,M,M,M
HUA,2/16/20 22:58,SCT,BKN,M,7000,9000,M,M
HUA,2/16/20 23:58,CLR,M,M,M,M,M,M
HUA,2/17/20 0:58,CLR,M,M,M,M,M,M
HUA,2/17/20 1:58,FEW,M,M,6500,M,M,M
HUA,2/17/20 2:58,CLR,M,M,M,M,M,M
HUA,2/17/20 3:58,CLR,M,M,M,M,M,M
HUA,2/17/20 4:58,SCT,M,M,23000,M,M,M
HUA,2/17/20 5:58,SCT,M,M,23000,M,M,M
HUA,2/17/20 6:58,OVC,M,M,22000,M,M,M
HUA,2/17/20 7:58,CLR,M,M,M,M,M,M
HUA,2/17/20 8:58,CLR,M,M,M,M,M,M
HUA,2/17/20 21:58,M,M,M,M,M,M,M
HUA,2/17/20 22:58,M,M,M,M,M,M,M
HUA,2/17/20 23:58,M,M,M,M,M,M,M
HUA,2/18/20 0:58,M,M,M,M,M,M,M
HUA,2/18/20 1:58,M,M,M,M,M,M,M
HUA,2/18/20 2:58,M,M,M,M,M,M,M
HUA,2/18/20 3:58,M,M,M,M,M,M,M
HUA,2/18/20 4:58,M,M,M,M,M,M,M
HUA,2/18/20 5:58,M,M,M,M,M,M,M
HUA,2/18/20 6:58,M,M,M,M,M,M,M
HUA,2/18/20 7:59,M,M,M,M,M,M,M
HUA,2/18/20 8:59,M,M,M,M,M,M,M
HUA,2/18/20 10:58,OVC,M,M,800,M,M,M
HUA,2/18/20 11:38,OVC,M,M,1000,M,M,M
HUA,2/18/20 11:58,OVC,M,M,1100,M,M,M
HUA,2/18/20 12:48,OVC,M,M,900,M,M,M
HUA,2/18/20 12:58,OVC,M,M,900,M,M,M
HUA,2/18/20 13:58,OVC,M,M,700,M,M,M
HUA,2/18/20 14:28,OVC,M,M,500,M,M,#NAME?
HUA,2/18/20 14:58,OVC,M,M,400,M,M,M
HUA,2/18/20 15:58,OVC,M,M,400,M,M,M
HUA,2/18/20 16:08,OVC,M,M,500,M,M,#NAME?
HUA,2/18/20 16:38,OVC,M,M,400,M,M,#NAME?
HUA,2/18/20 16:58,BKN,OVC,M,300,1000,M,#NAME?
HUA,2/18/20 17:58,OVC,M,M,300,M,M,#NAME?
HUA,2/18/20 18:58,BKN,OVC,M,300,3400,M,RA BR
HUA,2/18/20 19:58,BKN,OVC,M,300,700,M,#NAME?
HUA,2/18/20 20:58,BKN,OVC,M,500,6000,M,RA BR
HUA,2/18/20 21:08,SCT,SCT,OVC,500,5500,7000,RA BR
HUA,2/18/20 21:18,SCT,SCT,OVC,400,6000,8000,#NAME?
HUA,2/18/20 21:58,FEW,SCT,BKN,300,700,4000,#NAME?
HUA,2/18/20 22:38,FEW,SCT,OVC,700,6500,9000,#NAME?
HUA,2/18/20 22:58,FEW,BKN,BKN,300,7000,9000,#NAME?
HUA,2/18/20 23:18,FEW,SCT,BKN,600,1200,1900,#NAME?
HUA,2/18/20 23:58,BKN,OVC,M,500,1800,M,#NAME?
HUA,2/19/20 0:18,BKN,OVC,M,700,1200,M,#NAME?
HUA,2/19/20 0:28,BKN,OVC,M,1100,1700,M,M
HUA,2/19/20 0:58,OVC,M,M,900,M,M,#NAME?
HUA,2/19/20 1:38,BKN,OVC,M,500,1000,M,#NAME?
HUA,2/19/20 1:48,SCT,OVC,M,500,1000,M,#NAME?
HUA,2/19/20 1:58,OVC,M,M,900,M,M,#NAME?
HUA,2/19/20 2:18,OVC,M,M,1100,M,M,#NAME?
HUA,2/19/20 2:58,OVC,M,M,1100,M,M,#NAME?
HUA,2/19/20 3:38,FEW,SCT,OVC,700,1300,2700,#NAME?
HUA,2/19/20 3:48,FEW,OVC,M,900,2900,M,#NAME?
HUA,2/19/20 3:58,SCT,BKN,OVC,1100,2900,9500,#NAME?
HUA,2/19/20 4:08,SCT,OVC,M,1100,3200,M,#NAME?
HUA,2/19/20 4:58,FEW,OVC,M,1200,3500,M,M
HUA,2/19/20 5:38,BKN,OVC,M,1100,3800,M,#NAME?
HUA,2/19/20 5:58,OVC,M,M,1200,M,M,M
HUA,2/19/20 6:58,OVC,M,M,1300,M,M,#NAME?
HUA,2/19/20 7:58,OVC,M,M,900,M,M,M
HUA,2/19/20 8:28,OVC,M,M,1000,M,M,M
HUA,2/19/20 8:58,OVC,M,M,1100,M,M,M
HUA,2/19/20 9:58,OVC,M,M,1300,M,M,M
HUA,2/19/20 10:58,OVC,M,M,1200,M,M,M
HUA,2/19/20 11:58,OVC,M,M,1300,M,M,M
HUA,2/19/20 12:58,OVC,M,M,1300,M,M,M
HUA,2/19/20 13:58,BKN,BKN,OVC,1400,9500,20000,M
HUA,2/19/20 14:08,SCT,SCT,BKN,1400,9500,19000,M
HUA,2/19/20 14:18,BKN,BKN,BKN,1400,17000,19000,M
HUA,2/19/20 14:58,BKN,M,M,1400,M,M,M
HUA,2/19/20 15:28,BKN,M,M,1500,M,M,M
HUA,2/19/20 15:48,SCT,M,M,1500,M,M,M
HUA,2/19/20 15:58,SCT,M,M,1500,M,M,M
HUA,2/19/20 16:18,BKN,M,M,1500,M,M,M
HUA,2/19/20 16:58,BKN,M,M,1600,M,M,M
HUA,2/19/20 17:58,OVC,M,M,1600,M,M,M
HUA,2/19/20 18:38,FEW,SCT,M,1800,25000,M,M
HUA,2/19/20 18:58,SCT,SCT,M,25000,36000,M,M
HUA,2/19/20 19:58,SCT,SCT,M,25000,28000,M,M
HUA,2/19/20 20:58,BKN,M,M,26000,M,M,M
HUA,2/19/20 21:58,OVC,M,M,24000,M,M,M
HUA,2/19/20 22:58,BKN,M,M,9000,M,M,M
HUA,2/19/20 23:58,BKN,M,M,10000,M,M,M
HUA,2/20/20 0:58,OVC,M,M,9500,M,M,M
HUA,2/20/20 1:58,OVC,M,M,9500,M,M,M
HUA,2/20/20 2:58,BKN,M,M,8500,M,M,M
HUA,2/20/20 3:58,BKN,OVC,M,3200,8000,M,M
HUA,2/20/20 4:28,OVC,M,M,2900,M,M,M
HUA,2/20/20 4:58,OVC,M,M,2800,M,M,M
HUA,2/20/20 5:48,OVC,M,M,3000,M,M,M
HUA,2/20/20 5:58,OVC,M,M,3100,M,M,M
HUA,2/20/20 6:18,BKN,OVC,M,2400,3200,M,M
HUA,2/20/20 6:58,BKN,OVC,M,3000,6000,M,M
HUA,2/20/20 7:18,BKN,OVC,M,2400,3000,M,M
HUA,2/20/20 7:58,OVC,M,M,2300,M,M,M
HUA,2/20/20 8:58,OVC,M,M,2400,M,M,M
HUA,2/20/20 10:58,OVC,M,M,600,M,M,RA BR
HUA,2/20/20 11:58,OVC,M,M,600,M,M,RA BR
HUA,2/20/20 12:18,OVC,M,M,700,M,M,RA BR
HUA,2/20/20 12:48,SCT,OVC,M,700,3400,M,#NAME?
HUA,2/20/20 12:58,FEW,OVC,M,700,3300,M,BR
HUA,2/20/20 13:08,FEW,BKN,OVC,2100,2900,3500,M
HUA,2/20/20 13:38,FEW,OVC,M,700,3300,M,RA BR
HUA,2/20/20 13:58,FEW,OVC,M,700,3200,M,RA BR
HUA,2/20/20 14:18,BKN,OVC,M,2900,3500,M,#NAME?
HUA,2/20/20 14:28,SCT,OVC,M,1100,3000,M,RA BR
HUA,2/20/20 14:38,BKN,OVC,M,1000,3200,M,RA BR
HUA,2/20/20 14:48,SCT,OVC,M,1000,3200,M,RA BR
HUA,2/20/20 14:58,FEW,BKN,OVC,1000,2600,3200,RA BR
HUA,2/20/20 15:08,BKN,OVC,M,3000,3800,M,RA BR
HUA,2/20/20 15:48,BKN,OVC,M,700,6500,M,RA BR
HUA,2/20/20 15:58,BKN,OVC,M,700,6500,M,#NAME?
HUA,2/20/20 16:08,BKN,OVC,M,600,8000,M,RA BR
HUA,2/20/20 16:18,BKN,BKN,OVC,700,4600,8000,RA BR
HUA,2/20/20 16:58,OVC,M,M,800,M,M,#NAME?
HUA,2/20/20 17:48,OVC,M,M,700,M,M,RA BR
HUA,2/20/20 17:58,OVC,M,M,800,M,M,#NAME?
HUA,2/20/20 18:28,OVC,M,M,800,M,M,#NAME?
HUA,2/20/20 18:38,OVC,M,M,800,M,M,#NAME?
HUA,2/20/20 18:58,OVC,M,M,800,M,M,RA
HUA,2/20/20 19:58,OVC,M,M,900,M,M,#NAME?
HUA,2/20/20 20:38,OVC,M,M,1000,M,M,M
HUA,2/20/20 20:58,OVC,M,M,1200,M,M,M
HUA,2/20/20 21:58,OVC,M,M,1100,M,M,M
HUA,2/20/20 22:38,OVC,M,M,1500,M,M,M
HUA,2/20/20 22:58,OVC,M,M,1600,M,M,M
HUA,2/20/20 23:58,OVC,M,M,1500,M,M,M
HUA,2/21/20 0:08,OVC,M,M,1400,M,M,M
HUA,2/21/20 0:28,OVC,M,M,1500,M,M,M
HUA,2/21/20 0:58,SCT,BKN,OVC,1900,2500,6500,M
HUA,2/21/20 1:08,SCT,OVC,M,2200,7000,M,M
HUA,2/21/20 1:58,SCT,M,M,8000,M,M,M
HUA,2/21/20 2:58,CLR,M,M,M,M,M,M
HUA,2/21/20 3:58,CLR,M,M,M,M,M,M
HUA,2/21/20 4:58,CLR,M,M,M,M,M,M
HUA,2/21/20 5:58,CLR,M,M,M,M,M,M
HUA,2/21/20 6:58,CLR,M,M,M,M,M,M
HUA,2/21/20 7:58,CLR,M,M,M,M,M,M
HUA,2/21/20 8:58,CLR,M,M,M,M,M,M
HUA,2/21/20 9:58,CLR,M,M,M,M,M,M
HUA,2/21/20 10:58,CLR,M,M,M,M,M,M
HUA,2/21/20 11:58,CLR,M,M,M,M,M,M
HUA,2/21/20 13:58,CLR,M,M,M,M,M,M
HUA,2/21/20 14:58,CLR,M,M,M,M,M,M
HUA,2/21/20 15:58,CLR,M,M,M,M,M,M
HUA,2/21/20 16:58,CLR,M,M,M,M,M,M
HUA,2/21/20 17:58,CLR,M,M,M,M,M,M
HUA,2/21/20 18:58,CLR,M,M,M,M,M,M
HUA,2/21/20 19:58,CLR,M,M,M,M,M,M
HUA,2/21/20 21:07,CLR,M,M,M,M,M,M
HUA,2/21/20 22:58,CLR,M,M,M,M,M,M
HUA,2/21/20 23:58,CLR,M,M,M,M,M,M
HUA,2/22/20 0:58,CLR,M,M,M,M,M,M
HUA,2/22/20 1:58,CLR,M,M,M,M,M,M
HUA,2/22/20 2:58,CLR,M,M,M,M,M,M
HUA,2/22/20 3:58,CLR,M,M,M,M,M,M
HUA,2/22/20 4:58,CLR,M,M,M,M,M,M
HUA,2/22/20 5:58,CLR,M,M,M,M,M,M
HUA,2/22/20 6:58,CLR,M,M,M,M,M,M
HUA,2/22/20 7:58,CLR,M,M,M,M,M,M
HUA,2/22/20 8:58,CLR,M,M,M,M,M,M
HUA,2/22/20 10:58,CLR,M,M,M,M,M,M
HUA,2/22/20 11:58,CLR,M,M,M,M,M,M
HUA,2/22/20 12:58,CLR,M,M,M,M,M,M
HUA,2/22/20 13:58,CLR,M,M,M,M,M,M
HUA,2/22/20 14:58,CLR,M,M,M,M,M,M
HUA,2/22/20 16:58,CLR,M,M,M,M,M,M
HUA,2/22/20 20:58,CLR,M,M,M,M,M,M
HUA,2/22/20 21:58,CLR,M,M,M,M,M,M
HUA,2/22/20 22:58,CLR,M,M,M,M,M,M
HUA,2/22/20 23:58,CLR,M,M,M,M,M,M
HUA,2/23/20 0:58,CLR,M,M,M,M,M,M
HUA,2/23/20 1:58,CLR,M,M,M,M,M,M
HUA,2/23/20 2:58,CLR,M,M,M,M,M,M
HUA,2/23/20 3:58,CLR,M,M,M,M,M,M
HUA,2/23/20 4:58,CLR,M,M,M,M,M,M
HUA,2/23/20 5:58,CLR,M,M,M,M,M,M
HUA,2/23/20 6:58,FEW,M,M,27000,M,M,M
HUA,2/23/20 7:58,FEW,M,M,23000,M,M,M
HUA,2/23/20 8:58,FEW,M,M,21000,M,M,M
HUA,2/23/20 9:58,OVC,M,M,10000,M,M,M
HUA,2/23/20 10:58,FEW,SCT,M,11000,20000,M,M
HUA,2/23/20 11:58,SCT,OVC,M,11000,20000,M,M
HUA,2/23/20 12:58,OVC,M,M,10000,M,M,M
HUA,2/23/20 13:58,BKN,OVC,M,14000,16000,M,M
HUA,2/23/20 14:58,BKN,OVC,M,10000,11000,M,M
HUA,2/23/20 15:58,BKN,M,M,10000,M,M,M
HUA,2/23/20 17:59,BKN,OVC,M,8500,11000,M,M
HUA,2/23/20 18:58,OVC,M,M,9000,M,M,#NAME?
HUA,2/23/20 20:58,BKN,OVC,M,9500,12000,M,M
HUA,2/23/20 22:58,OVC,M,M,9500,M,M,M
HUA,2/23/20 23:59,OVC,M,M,8500,M,M,M
HUA,2/24/20 0:58,OVC,M,M,7000,M,M,#NAME?
HUA,2/24/20 1:58,BKN,BKN,OVC,7000,8000,9500,#NAME?
HUA,2/24/20 2:58,FEW,BKN,OVC,3500,4600,5500,M
HUA,2/24/20 3:58,OVC,M,M,5500,M,M,M
HUA,2/24/20 4:58,OVC,M,M,6000,M,M,M
HUA,2/24/20 5:58,BKN,OVC,M,6000,7500,M,M
HUA,2/24/20 6:58,OVC,M,M,5500,M,M,#NAME?
HUA,2/24/20 7:58,OVC,M,M,4700,M,M,M
HUA,2/24/20 8:58,OVC,M,M,4100,M,M,M
HUA,2/24/20 12:58,OVC,M,M,600,M,M,BR
HUA,2/24/20 13:38,SCT,BKN,BKN,600,1600,2800,#NAME?
HUA,2/24/20 13:58,SCT,SCT,BKN,500,1600,3500,#NAME?
HUA,2/24/20 14:58,SCT,OVC,M,2700,4000,M,#NAME?
HUA,2/24/20 15:58,SCT,SCT,OVC,600,1300,1900,#NAME?
HUA,2/24/20 16:58,OVC,M,M,1800,M,M,#NAME?
HUA,2/24/20 17:28,FEW,OVC,M,700,1400,M,#NAME?
HUA,2/24/20 17:58,OVC,M,M,600,M,M,RA BR
HUA,2/24/20 19:58,BKN,BKN,OVC,600,1500,8500,#NAME?
HUA,2/24/20 20:58,OVC,M,M,600,M,M,#NAME?
HUA,2/24/20 21:28,SCT,OVC,M,600,1300,M,M
HUA,2/24/20 21:38,BKN,OVC,M,600,1300,M,#NAME?
HUA,2/24/20 21:58,BKN,OVC,M,600,1800,M,#NAME?
HUA,2/24/20 22:08,SCT,BKN,OVC,600,1800,9500,#NAME?
HUA,2/24/20 22:18,BKN,BKN,BKN,700,1800,6000,M
HUA,2/24/20 22:28,SCT,BKN,OVC,700,1700,7500,M
HUA,2/24/20 22:38,BKN,OVC,M,700,1600,M,M
HUA,2/24/20 22:58,OVC,M,M,700,M,M,M
HUA,2/24/20 23:58,SCT,OVC,M,700,1200,M,M
HUA,2/25/20 0:58,SCT,OVC,M,700,1300,M,M
HUA,2/25/20 1:38,BKN,OVC,M,500,1200,M,#NAME?
HUA,2/25/20 1:58,OVC,M,M,500,M,M,#NAME?
HUA,2/25/20 2:08,OVC,M,M,400,M,M,#NAME?
HUA,2/25/20 2:58,OVC,M,M,600,M,M,M
HUA,2/25/20 3:18,OVC,M,M,700,M,M,M
HUA,2/25/20 3:58,OVC,M,M,600,M,M,M
HUA,2/25/20 4:38,OVC,M,M,600,M,M,M
HUA,2/25/20 4:58,OVC,M,M,500,M,M,M
HUA,2/25/20 5:08,OVC,M,M,400,M,M,M
HUA,2/25/20 5:38,OVC,M,M,500,M,M,M
HUA,2/25/20 5:58,OVC,M,M,600,M,M,M
HUA,2/25/20 6:18,OVC,M,M,400,M,M,M
HUA,2/25/20 6:58,BKN,M,M,400,M,M,M
HUA,2/25/20 7:08,SCT,BKN,BKN,300,1400,7500,BR
HUA,2/25/20 7:18,FEW,SCT,BKN,300,1400,2000,BR
HUA,2/25/20 7:28,SCT,BKN,BKN,400,1300,2000,BR
HUA,2/25/20 7:38,FEW,SCT,SCT,500,1300,2000,M
HUA,2/25/20 7:48,FEW,BKN,OVC,500,3200,4700,M
HUA,2/25/20 7:58,BKN,OVC,M,3100,4600,M,M
HUA,2/25/20 8:58,BKN,BKN,OVC,3500,4400,6000,M
HUA,2/25/20 9:58,FEW,M,M,1800,M,M,M
HUA,2/25/20 10:58,CLR,M,M,M,M,M,M
HUA,2/25/20 11:58,CLR,M,M,M,M,M,M
HUA,2/25/20 12:18,CLR,M,M,M,M,M,BR
HUA,2/25/20 12:28,CLR,M,M,M,M,M,BR
HUA,2/25/20 12:38,CLR,M,M,M,M,M,M
HUA,2/25/20 12:48,CLR,M,M,M,M,M,BR
HUA,2/25/20 12:58,CLR,M,M,M,M,M,BR
HUA,2/25/20 13:58,CLR,M,M,M,M,M,M
HUA,2/25/20 14:58,FEW,M,M,1400,M,M,M
HUA,2/25/20 15:18,BKN,M,M,1500,M,M,M
HUA,2/25/20 15:58,BKN,OVC,M,2100,2800,M,M
HUA,2/25/20 16:38,SCT,OVC,M,2500,3000,M,M
HUA,2/25/20 16:58,OVC,M,M,2800,M,M,M
HUA,2/25/20 17:38,OVC,M,M,3000,M,M,M
HUA,2/25/20 17:58,OVC,M,M,3100,M,M,M
HUA,2/25/20 18:58,OVC,M,M,3200,M,M,M
HUA,2/25/20 19:58,BKN,M,M,3200,M,M,M
HUA,2/25/20 20:58,BKN,M,M,3500,M,M,M
HUA,2/25/20 21:58,BKN,M,M,3400,M,M,M
HUA,2/25/20 22:58,BKN,M,M,3400,M,M,M
HUA,2/25/20 23:58,OVC,M,M,3400,M,M,M
HUA,2/26/20 0:58,FEW,M,M,3900,M,M,M
HUA,2/26/20 1:58,FEW,M,M,3600,M,M,M
HUA,2/26/20 2:58,OVC,M,M,3400,M,M,M
HUA,2/26/20 3:58,OVC,M,M,3600,M,M,M
HUA,2/26/20 4:58,BKN,M,M,3500,M,M,M
HUA,2/26/20 5:58,OVC,M,M,3400,M,M,M
HUA,2/26/20 6:58,OVC,M,M,3700,M,M,M
HUA,2/26/20 7:58,OVC,M,M,3100,M,M,M
HUA,2/26/20 8:58,OVC,M,M,4500,M,M,M
HUA,2/26/20 9:58,BKN,M,M,4900,M,M,M
HUA,2/26/20 10:48,BKN,BKN,M,1200,3100,M,M
