station,Date,skyc1,skyc2,skyc3,skyl1,skyl2,skyl3,wxcodes
HUA,6/7/20 14:58,CLR,M,M,M,M,M,M
HUA,6/7/20 15:58,FEW,M,M,2800,M,M,M
HUA,6/7/20 16:58,FEW,M,M,3200,M,M,M
HUA,6/7/20 17:58,CLR,M,M,M,M,M,M
HUA,6/7/20 18:58,FEW,M,M,4500,M,M,M
HUA,6/7/20 19:58,FEW,M,M,4800,M,M,M
HUA,6/7/20 20:58,SCT,SCT,M,4700,7000,M,M
HUA,6/7/20 21:58,CLR,M,M,M,M,M,M
HUA,6/7/20 22:58,FEW,M,M,32000,M,M,M
HUA,6/7/20 23:58,CLR,M,M,M,M,M,M
HUA,6/8/20 0:58,CLR,M,M,M,M,M,M
HUA,6/8/20 1:58,CLR,M,M,M,M,M,M
HUA,6/8/20 2:58,CLR,M,M,M,M,M,M
HUA,6/8/20 3:58,CLR,M,M,M,M,M,M
HUA,6/8/20 4:58,CLR,M,M,M,M,M,M
HUA,6/8/20 5:58,CLR,M,M,M,M,M,M
HUA,6/8/20 6:58,CLR,M,M,M,M,M,M
HUA,6/8/20 7:58,CLR,M,M,M,M,M,M
HUA,6/8/20 11:58,CLR,M,M,M,M,M,M
HUA,6/8/20 12:58,SCT,M,M,2100,M,M,M
HUA,6/8/20 13:08,BKN,M,M,2200,M,M,M
HUA,6/8/20 13:58,OVC,M,M,2200,M,M,M
HUA,6/8/20 14:38,SCT,BKN,M,2300,3300,M,M
HUA,6/8/20 14:58,FEW,SCT,BKN,2300,3200,5000,M
HUA,6/8/20 15:18,BKN,BKN,OVC,2300,3200,4900,M
HUA,6/8/20 15:58,OVC,M,M,2400,M,M,M
HUA,6/8/20 16:28,SCT,OVC,M,2400,4600,M,M
HUA,6/8/20 16:38,BKN,OVC,M,2500,4600,M,M
HUA,6/8/20 16:58,BKN,OVC,M,2700,3600,M,M
HUA,6/8/20 17:48,SCT,OVC,M,2700,3300,M,M
HUA,6/8/20 17:58,BKN,OVC,M,2800,3400,M,M
HUA,6/8/20 18:58,BKN,OVC,M,2400,3100,M,M
HUA,6/8/20 19:58,FEW,SCT,SCT,500,2600,3100,#NAME?
HUA,6/8/20 20:58,FEW,OVC,M,2000,6000,M,M
HUA,6/8/20 21:38,FEW,BKN,BKN,300,2600,3700,RA
HUA,6/8/20 21:48,FEW,SCT,OVC,500,2500,9000,#NAME?
HUA,6/8/20 21:58,FEW,BKN,OVC,300,9000,14000,#NAME?
HUA,6/8/20 22:58,FEW,BKN,M,6000,18000,M,M
HUA,6/8/20 23:58,SCT,M,M,21000,M,M,M
HUA,6/9/20 0:58,BKN,BKN,BKN,7000,10000,13000,M
HUA,6/9/20 1:58,SCT,BKN,BKN,3300,4400,6000,M
HUA,6/9/20 2:58,SCT,BKN,OVC,3000,4100,5500,#NAME?
HUA,6/9/20 3:18,FEW,SCT,BKN,200,600,2200,#NAME?
HUA,6/9/20 3:28,FEW,SCT,BKN,200,2200,3300,#NAME?
HUA,6/9/20 3:58,FEW,SCT,SCT,3400,6500,10000,M
HUA,6/9/20 4:48,SCT,BKN,BKN,2100,2700,3400,M
HUA,6/9/20 4:58,SCT,SCT,BKN,2100,2600,3300,M
HUA,6/9/20 5:08,SCT,BKN,BKN,1700,2300,3200,M
HUA,6/9/20 5:58,OVC,M,M,1400,M,M,M
HUA,6/9/20 6:08,OVC,M,M,1500,M,M,M
HUA,6/9/20 6:58,OVC,M,M,1600,M,M,M
HUA,6/9/20 7:58,BKN,OVC,M,1500,2200,M,M
HUA,6/9/20 8:58,OVC,M,M,1600,M,M,M
HUA,6/9/20 9:58,BKN,BKN,OVC,1500,2000,2900,M
HUA,6/9/20 10:58,SCT,BKN,OVC,1600,3200,6000,M
HUA,6/9/20 11:58,BKN,OVC,M,3800,6000,M,M
HUA,6/9/20 12:18,BKN,OVC,M,1600,3900,M,M
HUA,6/9/20 12:58,BKN,OVC,M,1700,4000,M,M
HUA,6/9/20 13:18,FEW,SCT,BKN,1700,2500,4800,M
HUA,6/9/20 13:48,SCT,BKN,OVC,1700,2300,12000,M
HUA,6/9/20 13:58,BKN,OVC,M,1900,12000,M,M
HUA,6/9/20 14:58,BKN,OVC,M,2000,2600,M,M
HUA,6/9/20 15:48,SCT,BKN,M,2200,3000,M,M
HUA,6/9/20 15:58,BKN,OVC,M,2500,3300,M,M
HUA,6/9/20 16:08,BKN,OVC,M,2600,3200,M,M
HUA,6/9/20 16:58,BKN,OVC,M,2400,3000,M,M
HUA,6/9/20 17:48,SCT,OVC,M,2200,8000,M,#NAME?
HUA,6/9/20 17:58,BKN,BKN,M,8500,10000,M,M
HUA,6/9/20 18:58,SCT,BKN,BKN,2100,3700,6000,M
HUA,6/9/20 19:08,SCT,SCT,BKN,2100,2700,3600,M
HUA,6/9/20 19:58,SCT,BKN,BKN,2800,3900,5000,M
HUA,6/9/20 20:08,BKN,BKN,BKN,2800,4100,5000,M
HUA,6/9/20 20:18,BKN,BKN,BKN,3000,4000,5000,M
HUA,6/9/20 20:28,SCT,BKN,BKN,2900,3900,10000,M
HUA,6/9/20 20:58,FEW,M,M,10000,M,M,M
HUA,6/9/20 21:58,FEW,M,M,2200,M,M,M
HUA,6/9/20 22:58,CLR,M,M,M,M,M,M
HUA,6/9/20 23:58,FEW,SCT,SCT,1900,3700,4500,M
HUA,6/10/20 0:58,FEW,M,M,1600,M,M,M
HUA,6/10/20 1:18,BKN,BKN,M,1600,5000,M,M
HUA,6/10/20 1:38,SCT,M,M,1500,M,M,M
HUA,6/10/20 1:58,CLR,M,M,M,M,M,M
HUA,6/10/20 2:58,CLR,M,M,M,M,M,M
HUA,6/10/20 3:48,BKN,M,M,1400,M,M,M
HUA,6/10/20 3:58,OVC,M,M,1400,M,M,M
HUA,6/10/20 4:58,OVC,M,M,1200,M,M,M
HUA,6/10/20 5:58,OVC,M,M,1400,M,M,M
HUA,6/10/20 6:08,OVC,M,M,1500,M,M,M
HUA,6/10/20 6:58,OVC,M,M,1500,M,M,M
HUA,6/10/20 7:58,BKN,OVC,M,1600,2500,M,M
HUA,6/10/20 8:28,SCT,M,M,1600,M,M,M
HUA,6/10/20 8:58,FEW,M,M,2300,M,M,M
HUA,6/10/20 9:18,BKN,BKN,M,1400,2300,M,M
HUA,6/10/20 9:38,OVC,M,M,1500,M,M,M
HUA,6/10/20 9:58,OVC,M,M,1600,M,M,M
HUA,6/10/20 10:58,OVC,M,M,1500,M,M,M
HUA,6/10/20 11:18,OVC,M,M,1400,M,M,M
HUA,6/10/20 11:58,OVC,M,M,1500,M,M,M
HUA,6/10/20 12:18,SCT,M,M,1500,M,M,M
HUA,6/10/20 12:28,BKN,M,M,1500,M,M,M
HUA,6/10/20 12:58,OVC,M,M,1600,M,M,M
HUA,6/10/20 13:58,OVC,M,M,1700,M,M,M
HUA,6/10/20 14:28,SCT,M,M,2000,M,M,M
HUA,6/10/20 14:58,CLR,M,M,M,M,M,M
HUA,6/10/20 15:58,FEW,M,M,3300,M,M,M
HUA,6/10/20 16:58,SCT,SCT,M,4100,4900,M,M
HUA,6/10/20 17:58,SCT,SCT,M,4000,33000,M,M
HUA,6/10/20 18:58,SCT,M,M,5500,M,M,M
HUA,6/10/20 19:58,SCT,M,M,5000,M,M,M
HUA,6/10/20 20:58,SCT,M,M,6000,M,M,M
HUA,6/10/20 21:58,CLR,M,M,M,M,M,M
HUA,6/10/20 22:58,CLR,M,M,M,M,M,M
HUA,6/10/20 23:58,CLR,M,M,M,M,M,M
HUA,6/11/20 0:58,CLR,M,M,M,M,M,M
HUA,6/11/20 1:58,CLR,M,M,M,M,M,M
HUA,6/11/20 2:58,CLR,M,M,M,M,M,M
HUA,6/11/20 3:58,CLR,M,M,M,M,M,M
HUA,6/11/20 4:58,CLR,M,M,M,M,M,M
HUA,6/11/20 5:58,CLR,M,M,M,M,M,M
HUA,6/11/20 6:58,CLR,M,M,M,M,M,M
HUA,6/11/20 7:58,CLR,M,M,M,M,M,M
HUA,6/11/20 8:58,CLR,M,M,M,M,M,M
HUA,6/11/20 9:58,CLR,M,M,M,M,M,M
HUA,6/11/20 10:58,CLR,M,M,M,M,M,M
HUA,6/11/20 11:58,CLR,M,M,M,M,M,M
HUA,6/11/20 12:58,CLR,M,M,M,M,M,M
HUA,6/11/20 13:58,CLR,M,M,M,M,M,M
HUA,6/11/20 14:58,CLR,M,M,M,M,M,M
HUA,6/11/20 15:58,FEW,M,M,4200,M,M,M
HUA,6/11/20 16:58,FEW,M,M,4400,M,M,M
HUA,6/11/20 17:58,CLR,M,M,M,M,M,M
HUA,6/11/20 18:58,CLR,M,M,M,M,M,M
HUA,6/11/20 19:58,CLR,M,M,M,M,M,M
HUA,6/11/20 20:58,CLR,M,M,M,M,M,M
HUA,6/11/20 21:58,CLR,M,M,M,M,M,M
HUA,6/11/20 22:58,CLR,M,M,M,M,M,M
HUA,6/11/20 23:58,CLR,M,M,M,M,M,M
HUA,6/12/20 0:58,CLR,M,M,M,M,M,M
HUA,6/12/20 1:58,CLR,M,M,M,M,M,M
HUA,6/12/20 2:58,CLR,M,M,M,M,M,M
HUA,6/12/20 3:58,CLR,M,M,M,M,M,M
HUA,6/12/20 4:58,CLR,M,M,M,M,M,M
HUA,6/12/20 5:58,CLR,M,M,M,M,M,M
HUA,6/12/20 6:58,CLR,M,M,M,M,M,M
HUA,6/12/20 7:58,CLR,M,M,M,M,M,M
HUA,6/12/20 8:58,CLR,M,M,M,M,M,M
HUA,6/12/20 9:58,CLR,M,M,M,M,M,M
HUA,6/12/20 10:58,CLR,M,M,M,M,M,M
HUA,6/12/20 11:58,CLR,M,M,M,M,M,M
HUA,6/12/20 12:58,CLR,M,M,M,M,M,M
HUA,6/12/20 13:58,CLR,M,M,M,M,M,M
HUA,6/12/20 14:58,CLR,M,M,M,M,M,M
HUA,6/12/20 15:58,CLR,M,M,M,M,M,M
HUA,6/12/20 16:58,CLR,M,M,M,M,M,M
HUA,6/12/20 17:58,CLR,M,M,M,M,M,M
HUA,6/12/20 18:58,CLR,M,M,M,M,M,M
HUA,6/12/20 19:58,CLR,M,M,M,M,M,M
HUA,6/12/20 20:58,CLR,M,M,M,M,M,M
HUA,6/12/20 21:58,CLR,M,M,M,M,M,M
HUA,6/12/20 22:58,CLR,M,M,M,M,M,M
HUA,6/12/20 23:58,CLR,M,M,M,M,M,M
HUA,6/13/20 0:58,CLR,M,M,M,M,M,M
HUA,6/13/20 1:58,CLR,M,M,M,M,M,M
HUA,6/13/20 2:58,CLR,M,M,M,M,M,M
HUA,6/13/20 3:58,CLR,M,M,M,M,M,M
HUA,6/13/20 4:58,CLR,M,M,M,M,M,M
HUA,6/13/20 5:58,CLR,M,M,M,M,M,M
HUA,6/13/20 6:58,CLR,M,M,M,M,M,M
HUA,6/13/20 7:58,CLR,M,M,M,M,M,M
HUA,6/13/20 8:58,CLR,M,M,M,M,M,M
HUA,6/13/20 9:38,CLR,M,M,M,M,M,HZ
HUA,6/13/20 9:48,CLR,M,M,M,M,M,HZ
HUA,6/13/20 9:58,CLR,M,M,M,M,M,HZ
HUA,6/13/20 10:08,CLR,M,M,M,M,M,BR
HUA,6/13/20 10:18,CLR,M,M,M,M,M,HZ
HUA,6/13/20 10:48,CLR,M,M,M,M,M,HZ
HUA,6/13/20 10:58,CLR,M,M,M,M,M,HZ
HUA,6/13/20 11:58,CLR,M,M,M,M,M,M
HUA,6/13/20 12:58,CLR,M,M,M,M,M,M
HUA,6/13/20 13:58,CLR,M,M,M,M,M,HZ
HUA,6/13/20 14:58,CLR,M,M,M,M,M,HZ
HUA,6/13/20 15:58,CLR,M,M,M,M,M,HZ
HUA,6/13/20 16:58,CLR,M,M,M,M,M,HZ
HUA,6/13/20 17:58,FEW,M,M,6500,M,M,HZ
HUA,6/13/20 18:58,BKN,M,M,7000,M,M,HZ
HUA,6/13/20 19:58,SCT,M,M,8000,M,M,HZ
HUA,6/13/20 20:58,FEW,M,M,8000,M,M,HZ
HUA,6/13/20 21:58,CLR,M,M,M,M,M,HZ
HUA,6/13/20 22:58,CLR,M,M,M,M,M,HZ
HUA,6/13/20 23:58,CLR,M,M,M,M,M,HZ
HUA,6/14/20 0:38,CLR,M,M,M,M,M,HZ
HUA,6/14/20 0:58,CLR,M,M,M,M,M,HZ
HUA,6/14/20 1:48,CLR,M,M,M,M,M,HZ
HUA,6/14/20 1:58,CLR,M,M,M,M,M,HZ
HUA,6/14/20 2:58,CLR,M,M,M,M,M,HZ
HUA,6/14/20 3:48,CLR,M,M,M,M,M,HZ
HUA,6/14/20 3:58,CLR,M,M,M,M,M,HZ
HUA,6/14/20 4:18,CLR,M,M,M,M,M,HZ
HUA,6/14/20 4:38,CLR,M,M,M,M,M,HZ
HUA,6/14/20 4:48,CLR,M,M,M,M,M,HZ
HUA,6/14/20 4:58,CLR,M,M,M,M,M,HZ
HUA,6/14/20 5:58,CLR,M,M,M,M,M,HZ
HUA,6/14/20 6:58,CLR,M,M,M,M,M,HZ
HUA,6/14/20 7:58,CLR,M,M,M,M,M,M
HUA,6/14/20 8:58,CLR,M,M,M,M,M,M
HUA,6/14/20 9:58,CLR,M,M,M,M,M,M
HUA,6/14/20 10:58,CLR,M,M,M,M,M,BR
HUA,6/14/20 11:58,CLR,M,M,M,M,M,M
HUA,6/14/20 12:58,CLR,M,M,M,M,M,M
HUA,6/14/20 13:58,CLR,M,M,M,M,M,HZ
HUA,6/14/20 14:58,CLR,M,M,M,M,M,M
HUA,6/14/20 15:58,CLR,M,M,M,M,M,M
HUA,6/14/20 16:58,CLR,M,M,M,M,M,M
HUA,6/14/20 17:58,CLR,M,M,M,M,M,M
HUA,6/14/20 18:58,FEW,M,M,8000,M,M,M
HUA,6/14/20 19:58,FEW,BKN,M,8500,15000,M,M
HUA,6/14/20 20:58,CLR,M,M,M,M,M,M
HUA,6/14/20 21:58,CLR,M,M,M,M,M,M
HUA,6/14/20 22:58,CLR,M,M,M,M,M,M
HUA,6/14/20 23:58,CLR,M,M,M,M,M,M
HUA,6/15/20 0:58,CLR,M,M,M,M,M,HZ
HUA,6/15/20 1:58,CLR,M,M,M,M,M,M
HUA,6/15/20 2:58,CLR,M,M,M,M,M,M
HUA,6/15/20 3:58,CLR,M,M,M,M,M,M
HUA,6/15/20 4:58,CLR,M,M,M,M,M,M
HUA,6/15/20 5:58,CLR,M,M,M,M,M,M
HUA,6/15/20 6:58,BKN,M,M,12000,M,M,M
HUA,6/15/20 7:58,FEW,M,M,11000,M,M,M
HUA,6/15/20 11:58,SCT,BKN,M,5500,8500,M,M
HUA,6/15/20 12:58,OVC,M,M,5500,M,M,M
HUA,6/15/20 13:58,FEW,M,M,5000,M,M,M
HUA,6/15/20 14:58,CLR,M,M,M,M,M,M
HUA,6/15/20 15:58,SCT,M,M,3200,M,M,M
HUA,6/15/20 16:58,SCT,M,M,4700,M,M,M
HUA,6/15/20 17:58,SCT,M,M,5500,M,M,M
HUA,6/15/20 18:58,FEW,M,M,6000,M,M,M
HUA,6/15/20 19:58,CLR,M,M,M,M,M,M
HUA,6/15/20 20:58,CLR,M,M,M,M,M,M
HUA,6/15/20 21:58,FEW,M,M,6500,M,M,M
HUA,6/15/20 22:58,CLR,M,M,M,M,M,M
HUA,6/15/20 23:58,CLR,M,M,M,M,M,M
HUA,6/16/20 0:58,CLR,M,M,M,M,M,M
HUA,6/16/20 1:58,CLR,M,M,M,M,M,M
HUA,6/16/20 2:58,CLR,M,M,M,M,M,M
HUA,6/16/20 3:58,CLR,M,M,M,M,M,M
HUA,6/16/20 4:58,CLR,M,M,M,M,M,M
HUA,6/16/20 5:58,CLR,M,M,M,M,M,M
HUA,6/16/20 6:58,CLR,M,M,M,M,M,M
HUA,6/16/20 7:58,CLR,M,M,M,M,M,M
HUA,6/16/20 8:58,CLR,M,M,M,M,M,M
HUA,6/16/20 9:58,CLR,M,M,M,M,M,M
HUA,6/16/20 10:58,CLR,M,M,M,M,M,M
HUA,6/16/20 11:58,CLR,M,M,M,M,M,M
HUA,6/16/20 12:58,CLR,M,M,M,M,M,M
HUA,6/16/20 13:58,CLR,M,M,M,M,M,M
HUA,6/16/20 14:58,CLR,M,M,M,M,M,M
HUA,6/16/20 15:58,SCT,M,M,3300,M,M,M
HUA,6/16/20 16:58,SCT,SCT,M,3900,5500,M,M
HUA,6/16/20 17:58,CLR,M,M,M,M,M,M
HUA,6/16/20 18:58,BKN,OVC,M,6000,7500,M,M
HUA,6/16/20 19:58,BKN,OVC,M,4900,9500,M,M
HUA,6/16/20 20:58,SCT,BKN,OVC,4900,6500,9000,M
HUA,6/16/20 21:58,FEW,BKN,BKN,5000,7500,9000,M
HUA,6/16/20 22:58,SCT,BKN,OVC,4900,5500,10000,M
HUA,6/16/20 23:58,OVC,M,M,10000,M,M,M
HUA,6/17/20 0:58,OVC,M,M,10000,M,M,M
HUA,6/17/20 1:58,OVC,M,M,10000,M,M,M
HUA,6/17/20 2:58,OVC,M,M,6500,M,M,M
HUA,6/17/20 3:58,OVC,M,M,7000,M,M,M
HUA,6/17/20 4:58,FEW,M,M,6000,M,M,HZ
HUA,6/17/20 5:58,BKN,OVC,M,4500,6500,M,M
HUA,6/17/20 6:58,OVC,M,M,7000,M,M,HZ
HUA,6/17/20 7:58,SCT,M,M,5000,M,M,HZ
HUA,6/17/20 8:58,SCT,BKN,M,4100,7500,M,HZ
HUA,6/17/20 9:58,BKN,M,M,4100,M,M,HZ
HUA,6/17/20 10:58,OVC,M,M,4100,M,M,M
HUA,6/17/20 11:58,BKN,BKN,M,4200,6000,M,M
HUA,6/17/20 12:58,BKN,OVC,M,4400,6000,M,M
HUA,6/17/20 13:58,FEW,SCT,M,4300,5500,M,M
HUA,6/17/20 14:58,FEW,M,M,2900,M,M,M
HUA,6/17/20 15:58,FEW,M,M,3400,M,M,M
HUA,6/17/20 16:58,SCT,BKN,M,4400,5000,M,M
HUA,6/17/20 17:58,SCT,BKN,M,4500,5500,M,M
HUA,6/17/20 18:58,OVC,M,M,6000,M,M,M
HUA,6/17/20 19:58,OVC,M,M,6500,M,M,M
HUA,6/17/20 20:58,OVC,M,M,7000,M,M,M
HUA,6/17/20 21:58,BKN,M,M,7000,M,M,M
HUA,6/17/20 22:58,OVC,M,M,7000,M,M,M
HUA,6/17/20 23:58,BKN,M,M,7000,M,M,M
HUA,6/18/20 0:58,CLR,M,M,M,M,M,M
HUA,6/18/20 1:58,FEW,M,M,6500,M,M,M
HUA,6/18/20 2:58,CLR,M,M,M,M,M,M
HUA,6/18/20 3:58,CLR,M,M,M,M,M,M
HUA,6/18/20 4:58,CLR,M,M,M,M,M,M
HUA,6/18/20 5:58,SCT,M,M,9000,M,M,M
HUA,6/18/20 6:58,CLR,M,M,M,M,M,M
HUA,6/18/20 7:58,CLR,M,M,M,M,M,M
HUA,6/18/20 8:58,BKN,M,M,8000,M,M,M
HUA,6/18/20 9:58,CLR,M,M,M,M,M,M
HUA,6/18/20 10:58,CLR,M,M,M,M,M,M
HUA,6/18/20 11:58,CLR,M,M,M,M,M,M
HUA,6/18/20 12:58,CLR,M,M,M,M,M,M
HUA,6/18/20 13:58,FEW,M,M,8000,M,M,M
HUA,6/18/20 14:58,FEW,OVC,M,3300,8000,M,M
HUA,6/18/20 15:58,SCT,BKN,M,3700,8500,M,M
HUA,6/18/20 16:58,FEW,M,M,8000,M,M,M
HUA,6/18/20 17:58,SCT,SCT,M,5000,8500,M,M
HUA,6/18/20 18:58,SCT,OVC,M,5000,10000,M,M
HUA,6/18/20 19:58,SCT,SCT,BKN,5000,7000,11000,M
HUA,6/18/20 20:58,SCT,BKN,M,5000,12000,M,M
HUA,6/18/20 21:58,FEW,M,M,8500,M,M,M
HUA,6/18/20 22:58,BKN,M,M,9000,M,M,M
HUA,6/18/20 23:58,FEW,BKN,M,8000,11000,M,M
HUA,6/19/20 0:58,OVC,M,M,11000,M,M,M
HUA,6/19/20 1:58,CLR,M,M,M,M,M,M
HUA,6/19/20 2:58,CLR,M,M,M,M,M,M
HUA,6/19/20 3:58,CLR,M,M,M,M,M,M
HUA,6/19/20 4:58,CLR,M,M,M,M,M,M
HUA,6/19/20 5:58,CLR,M,M,M,M,M,M
HUA,6/19/20 6:58,CLR,M,M,M,M,M,M
HUA,6/19/20 7:58,CLR,M,M,M,M,M,M
HUA,6/19/20 8:58,CLR,M,M,M,M,M,M
HUA,6/19/20 9:58,CLR,M,M,M,M,M,M
HUA,6/19/20 10:58,CLR,M,M,M,M,M,M
HUA,6/19/20 11:58,CLR,M,M,M,M,M,M
HUA,6/19/20 12:58,CLR,M,M,M,M,M,M
HUA,6/19/20 13:58,FEW,M,M,12000,M,M,M
HUA,6/19/20 14:58,CLR,M,M,M,M,M,M
HUA,6/19/20 15:58,CLR,M,M,M,M,M,M
HUA,6/19/20 16:58,FEW,SCT,OVC,4500,6000,11000,M
HUA,6/19/20 17:58,OVC,M,M,13000,M,M,M
HUA,6/19/20 18:58,BKN,M,M,14000,M,M,M
HUA,6/19/20 19:58,OVC,M,M,13000,M,M,M
HUA,6/19/20 20:58,OVC,M,M,14000,M,M,M
HUA,6/19/20 21:58,FEW,BKN,M,12000,14000,M,M
HUA,6/19/20 22:58,FEW,M,M,14000,M,M,M
HUA,6/19/20 23:58,CLR,M,M,M,M,M,M
HUA,6/20/20 0:58,CLR,M,M,M,M,M,M
HUA,6/20/20 1:58,CLR,M,M,M,M,M,M
HUA,6/22/20 1:58,CLR,M,M,M,M,M,M
HUA,6/22/20 2:58,FEW,M,M,4300,M,M,M
HUA,6/22/20 3:58,CLR,M,M,M,M,M,M
HUA,6/22/20 4:58,CLR,M,M,M,M,M,M
HUA,6/22/20 5:58,FEW,M,M,3400,M,M,M
HUA,6/22/20 6:58,CLR,M,M,M,M,M,M
HUA,6/22/20 7:58,CLR,M,M,M,M,M,M
HUA,6/22/20 10:58,M,M,M,M,M,M,M
HUA,6/22/20 11:58,BKN,OVC,M,5500,15000,M,M
HUA,6/22/20 12:58,SCT,SCT,BKN,4000,4900,6000,M
HUA,6/22/20 13:58,FEW,OVC,M,4500,13000,M,M
HUA,6/22/20 14:58,OVC,M,M,13000,M,M,M
HUA,6/22/20 15:58,FEW,BKN,OVC,3900,13000,15000,M
HUA,6/22/20 16:58,SCT,SCT,M,3900,15000,M,M
HUA,6/22/20 17:58,FEW,SCT,SCT,4700,16000,32000,M
HUA,6/22/20 18:58,FEW,OVC,M,7000,21000,M,M
HUA,6/22/20 19:58,CLR,M,M,M,M,M,M
HUA,6/22/20 20:58,FEW,SCT,BKN,4800,6000,8000,VCTS
HUA,6/22/20 21:58,FEW,BKN,M,4500,14000,M,VCTS
HUA,6/22/20 22:48,FEW,OVC,M,300,3900,M,#NAME?
HUA,6/22/20 22:58,FEW,SCT,SCT,400,2600,3500,#NAME?
HUA,6/22/20 23:58,SCT,BKN,M,600,14000,M,M
HUA,6/23/20 0:58,BKN,M,M,13000,M,M,M
HUA,6/23/20 1:58,OVC,M,M,14000,M,M,M
HUA,6/23/20 2:58,FEW,OVC,M,10000,14000,M,M
HUA,6/23/20 3:58,FEW,M,M,12000,M,M,M
HUA,6/23/20 4:58,BKN,M,M,800,M,M,M
HUA,6/23/20 5:58,OVC,M,M,700,M,M,M
HUA,6/23/20 6:28,OVC,M,M,600,M,M,M
HUA,6/23/20 6:58,OVC,M,M,700,M,M,M
HUA,6/23/20 7:18,SCT,SCT,BKN,800,3000,4000,M
HUA,6/23/20 7:28,BKN,BKN,BKN,800,1500,5500,M
HUA,6/23/20 7:38,SCT,BKN,OVC,800,1300,5500,M
HUA,6/23/20 7:48,BKN,BKN,OVC,800,1300,4100,M
HUA,6/23/20 7:58,SCT,BKN,OVC,700,1500,4100,M
HUA,6/23/20 8:38,BKN,BKN,BKN,1100,1900,2400,M
HUA,6/23/20 8:58,BKN,BKN,OVC,900,2300,4300,M
HUA,6/23/20 9:28,SCT,BKN,OVC,300,700,3600,RA BR
HUA,6/23/20 9:38,BKN,OVC,M,300,2600,M,#NAME?
HUA,6/23/20 9:48,BKN,OVC,M,500,3600,M,#NAME?
HUA,6/23/20 9:58,OVC,M,M,600,M,M,#NAME?
HUA,6/23/20 10:48,OVC,M,M,700,M,M,M
HUA,6/23/20 10:58,OVC,M,M,700,M,M,M
HUA,6/23/20 11:58,OVC,M,M,800,M,M,M
HUA,6/23/20 12:58,OVC,M,M,900,M,M,M
HUA,6/23/20 13:58,BKN,OVC,M,800,1300,M,M
HUA,6/23/20 14:48,OVC,M,M,1000,M,M,M
HUA,6/23/20 14:58,BKN,OVC,M,900,1400,M,M
HUA,6/23/20 15:08,OVC,M,M,1200,M,M,M
HUA,6/23/20 15:58,BKN,OVC,M,1500,2400,M,M
HUA,6/23/20 16:58,BKN,BKN,BKN,2200,3000,34000,M
HUA,6/23/20 17:38,SCT,BKN,OVC,2300,3300,4200,M
HUA,6/23/20 17:58,SCT,SCT,BKN,2400,3600,28000,M
HUA,6/23/20 18:28,BKN,BKN,M,2700,26000,M,M
HUA,6/23/20 18:38,SCT,BKN,BKN,2900,3400,7000,M
HUA,6/23/20 18:58,FEW,SCT,SCT,3400,4700,7000,M
HUA,6/23/20 19:58,SCT,M,M,3400,M,M,M
HUA,6/23/20 20:58,FEW,M,M,19000,M,M,M
HUA,6/23/20 21:58,FEW,M,M,18000,M,M,M
HUA,6/23/20 22:58,CLR,M,M,M,M,M,M
HUA,6/23/20 23:58,SCT,M,M,17000,M,M,M
HUA,6/24/20 0:58,FEW,SCT,M,14000,19000,M,M
HUA,6/24/20 1:18,BKN,BKN,M,1500,14000,M,M
HUA,6/24/20 1:38,SCT,BKN,M,1500,13000,M,M
HUA,6/24/20 1:58,SCT,BKN,OVC,1200,13000,16000,M
HUA,6/24/20 2:08,BKN,BKN,OVC,1200,13000,16000,M
HUA,6/24/20 2:28,SCT,OVC,M,1200,15000,M,M
HUA,6/24/20 2:38,BKN,OVC,M,1300,15000,M,M
HUA,6/24/20 2:58,BKN,BKN,M,1200,13000,M,M
HUA,6/24/20 3:08,SCT,SCT,M,1200,14000,M,M
HUA,6/24/20 3:58,BKN,BKN,M,15000,21000,M,M
HUA,6/24/20 4:58,OVC,M,M,14000,M,M,M
HUA,6/24/20 5:58,FEW,BKN,M,800,13000,M,M
HUA,6/24/20 6:58,BKN,OVC,M,800,10000,M,M
HUA,6/24/20 7:58,BKN,OVC,M,900,8000,M,M
HUA,6/24/20 8:18,SCT,SCT,OVC,1000,8000,11000,M
HUA,6/24/20 8:38,BKN,OVC,M,1000,11000,M,M
HUA,6/24/20 8:48,BKN,OVC,M,900,11000,M,M
HUA,6/24/20 8:58,BKN,OVC,M,900,11000,M,M
HUA,6/24/20 9:58,BKN,BKN,M,800,1300,M,M
HUA,6/24/20 10:08,SCT,OVC,M,800,1400,M,M
HUA,6/24/20 10:28,SCT,M,M,1400,M,M,M
HUA,6/24/20 10:58,CLR,M,M,M,M,M,M
HUA,6/24/20 11:58,OVC,M,M,11000,M,M,M
HUA,6/24/20 12:58,BKN,BKN,OVC,1000,5500,11000,M
HUA,6/24/20 13:08,BKN,BKN,BKN,900,1300,5500,M
HUA,6/24/20 13:58,OVC,M,M,800,M,M,M
HUA,6/24/20 14:48,BKN,OVC,M,500,1100,M,#NAME?
HUA,6/24/20 14:58,BKN,BKN,BKN,400,900,4800,#NAME?
HUA,6/24/20 15:18,SCT,BKN,OVC,400,3500,9000,#NAME?
HUA,6/24/20 15:28,BKN,OVC,M,400,9000,M,#NAME?
HUA,6/24/20 15:38,BKN,OVC,M,300,5500,M,#NAME?
HUA,6/24/20 15:48,BKN,OVC,M,400,3300,M,#NAME?
HUA,6/24/20 15:58,OVC,M,M,400,M,M,M
HUA,6/24/20 16:08,OVC,M,M,500,M,M,M
